CheckedEST,Link,Date,D_Alcona,D_Alger,D_Allegan,D_Alpena,D_Antrim,D_Arenac,D_Baraga,D_Barry,D_Bay,D_Benzie,D_Berrien,D_Branch,D_Calhoun,D_Cass,D_Charlevoix,D_Cheboygan,D_Chippewa,D_Clare,D_Clinton,D_Crawford,D_Delta,D_Dickinson,D_Eaton,D_Emmet,D_Genesee,D_Gladwin,D_Gogebic,D_GrandTraverse,D_Gratiot,D_Hillsdale,D_Houghton,D_Huron,D_Ingham,D_Ionia,D_Iosco,D_Iron,D_Isabella,D_Jackson,D_Kalamazoo,D_Kalkaska,D_Kent,D_Keweenaw,D_Lake,D_Lapeer,D_Leelanau,D_Lenawee,D_Livingston,D_Luce,D_Mackinac,D_Macomb,D_Manistee,D_Marquette,D_Mason,D_Mecosta,D_Menominee,D_Midland,D_Missaukee,D_Monroe,D_Montcalm,D_Montmorency,D_Muskegon,D_Newaygo,D_Oakland,D_Oceana,D_Ogemaw,D_Ontonagon,D_Osceola,D_Oscoda,D_Otsego,D_Ottawa,D_PresqueIsle,D_Roscommon,D_Sagniaw,D_Sanilac,D_Schoolcraft,D_Shiawassee,D_StClair,D_StJoseph,D_Tuscola,D_VanBuren,D_Washtenaw,D_Wayne,D_Wexford,D_MDOC,D_FCI,D_OutState,D_NR,D_TOTAL,D_Detroit,D_Probable,D_Notes,D_Male,D_Female,D_SexNR,D_0_9,D_10_19,D_0_19,D_20_29,D_30_39,D_40_49,D_50_59,D_60_69,D_70_79,D_80_plus,D_AgeNR,D_AgeMin,D_AgeMax,D_AgeAvg,D_AgeMed,D_Native,D_Asian,D_Black,D_White,D_Many,D_Other,D_RaceNR,D_Hispanic,D_NonHispanic,D_HispanicNR,D_Arab,D_NonArab,D_ArabNR
2021-02-23 16:25,"https://web.archive.org/web/20210223212524/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-02-23,19,1,95,46,15,24,32,41,272,30,219,82,219,60,13,35,23,68,66,5,65,55,142,37,700,40,19,58,97,69,32,56,272,67,64,40,72,210,281,15,644,1,10,117,14,116,127,,3,1852,18,54,26,19,35,61,9,188,84,16,297,48,1870,48,33,19,23,18,21,310,27,32,495,72,4,77,242,79,127,84,237,3905,19,145,5,9,,15396,1848,984,"Note on deaths (02/23/21): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today’s data includes 18 additional deaths identified by this methodology. 
The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",8230,7154,12,,,6,59,114,373,1039,2495,4148,7160,,,,,,69,166,3420,10309,243,405,784,3%,84%,13%,2%,56%,42%
2021-02-24 18:11,"https://web.archive.org/web/20210224231135/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-02-24,19,1,95,46,15,24,32,41,275,30,219,82,219,60,13,35,23,68,66,5,65,55,143,37,700,40,19,58,97,69,32,56,272,67,64,40,72,211,281,15,643,1,10,117,14,116,127,,3,1850,18,54,26,19,35,61,9,188,84,16,297,48,1872,48,33,19,23,18,21,310,27,32,496,72,4,77,244,79,127,84,237,3907,19,145,5,9,,15405,1848,984,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",8237,7156,12,,,6,60,114,372,1040,2498,4150,7163,,,,,,69,166,3420,10317,243,405,785,3%,84%,13%,2%,56%,42%
2021-02-25 16:13,"https://web.archive.org/web/20210225211339/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-02-25,19,1,95,46,15,24,32,42,275,30,220,82,219,60,13,35,23,68,66,5,65,55,144,37,702,40,19,59,97,69,32,56,272,67,64,40,72,214,282,15,649,1,10,118,14,118,127,,3,1857,18,54,26,19,35,61,9,190,84,16,297,49,1879,48,33,19,23,18,21,313,27,32,497,73,4,77,244,79,127,84,237,3914,19,145,5,9,,15453,1849,983,"Note on deaths (02/25/21): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today’s data includes 30 additional deaths identified by this methodology. 
The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",8257,7184,12,,,6,59,113,374,1045,2504,4169,7181,,,,,,69,167,3427,10349,243,408,790,3%,84%,13%,2%,56%,42%
2021-02-26 18:30,"https://web.archive.org/web/20210226233019/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-02-26,19,1,95,46,15,24,32,42,275,30,220,82,219,60,13,35,23,68,66,5,65,55,145,37,702,40,19,59,97,69,33,56,272,68,64,40,72,214,282,15,649,1,10,118,14,117,127,,3,1857,18,54,26,19,35,61,9,190,84,16,297,49,1879,48,33,19,23,18,21,313,27,32,497,73,4,77,244,79,127,84,237,3913,19,145,5,9,,15454,1848,984,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",8258,7184,12,,,6,59,113,372,1045,2505,4169,7183,,,,,,69,167,3427,10351,243,408,789,3%,84%,13%,2%,56%,42%
2021-03-01 08:48,"https://web.archive.org/web/20210301134847/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-02-27,19,1,95,47,15,24,32,42,276,30,223,82,219,60,13,36,23,68,66,5,65,55,145,38,704,40,19,59,99,70,33,56,276,68,64,40,72,217,283,15,653,1,10,118,15,117,131,,3,1863,18,54,26,19,35,62,9,191,86,16,298,49,1888,48,33,19,23,18,22,315,27,32,498,73,4,78,245,80,127,85,237,3924,19,145,5,9,,15522,1852,986,"Note on deaths (02/27/21): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today’s data includes 62 additional deaths identified by this methodology. 
The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",8295,7214,13,,,6,59,113,373,1048,2515,4184,7222,,,,,,70,167,3435,10395,248,409,798,3%,84%,13%,2%,56%,42%
2021-03-01 16:19,"https://web.archive.org/web/20210301211923/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-03-01,19,1,95,47,15,24,32,43,278,30,223,82,219,59,13,37,23,68,66,5,65,55,147,38,705,40,20,59,99,70,33,56,276,68,64,40,72,217,283,15,654,1,10,118,15,117,131,,3,1863,18,55,26,19,35,62,9,191,86,16,298,49,1888,48,33,19,23,18,23,315,27,32,498,73,4,78,245,80,128,85,237,3925,19,145,5,9,,15534,1852,985,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",8303,7218,13,,,6,59,113,373,1049,2519,4185,7228,,,,,,70,167,3437,10407,248,408,797,3%,84%,13%,2%,56%,42%
2021-03-02 15:27,"https://web.archive.org/web/20210302202755/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-03-02,19,1,95,47,15,24,32,43,280,30,223,82,219,59,13,37,23,68,66,5,65,55,147,38,706,40,20,60,99,71,33,56,275,68,64,40,72,217,283,15,655,1,10,118,15,118,132,,3,1867,18,55,26,20,35,62,9,191,86,16,298,49,1891,48,33,19,23,18,23,316,27,33,500,73,4,78,246,80,128,85,237,3929,19,145,5,9,,15558,1855,986,"Note on deaths (03/02/21): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today’s data includes 12 additional deaths identified by this methodology. 
The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",8314,7231,13,,,6,59,113,375,1051,2526,4193,7233,,,,,,70,167,3443,10423,248,409,798,3%,84%,13%,2%,56%,42%
2021-03-03 15:28,"https://web.archive.org/web/20210303202825/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-03-03,19,1,95,47,15,24,32,43,280,30,223,82,219,59,13,37,23,68,67,5,65,55,148,38,706,40,20,60,99,71,32,56,276,68,64,40,72,216,283,15,654,1,10,118,15,118,132,,3,1866,18,55,26,20,35,62,9,191,86,16,298,49,1893,48,33,19,23,18,23,317,27,33,502,73,4,78,248,79,128,85,237,3929,19,145,5,9,,15563,1855,987,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",8318,7232,13,,,7,59,113,375,1049,2526,4197,7235,,,,,,70,168,3443,10431,249,410,792,3%,84%,13%,2%,56%,42%
2021-03-04 16:53,"https://web.archive.org/web/20210304215345/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-03-04,19,1,95,47,15,25,32,44,281,30,226,82,219,60,13,37,23,68,67,5,65,55,148,38,707,40,20,60,99,72,32,56,275,69,64,40,72,217,284,15,656,1,10,120,15,118,133,,3,1869,18,55,26,20,36,62,9,192,86,16,298,50,1895,48,33,19,23,18,23,319,27,33,505,73,4,79,249,79,128,85,238,3934,19,145,5,9,,15600,1858,989,"Note on deaths (03/04/21): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today’s data includes 29 additional deaths identified by this methodology. 
The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",8339,7248,13,,,6,60,113,376,1055,2534,4206,7248,,,,,,70,168,3450,10455,249,412,796,3%,84%,13%,2%,56%,42%
2021-03-05 15:51,"https://web.archive.org/web/20210305205133/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-03-05,19,1,95,47,15,25,32,44,281,30,226,82,219,60,13,37,23,68,67,5,65,55,148,38,707,40,20,60,99,73,32,56,275,69,64,40,72,217,286,15,656,1,10,120,15,118,133,,3,1869,18,55,26,20,36,62,9,192,86,16,299,50,1897,48,33,19,23,18,23,320,27,33,506,73,4,79,249,79,128,85,238,3936,19,145,5,9,,15610,1860,991,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",8347,7250,13,,,6,60,114,376,1056,2536,4208,7251,,,,,,70,168,3452,10461,249,413,797,3%,84%,13%,2%,56%,42%
2021-03-07 10:54,"https://web.archive.org/web/20210307155459/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-03-06,19,1,95,47,15,25,32,45,282,30,226,83,219,60,13,38,23,68,67,5,66,55,148,38,708,40,20,61,100,73,32,56,276,69,64,40,72,219,286,15,659,1,10,120,15,118,135,,3,1875,18,55,26,20,36,63,10,192,86,16,299,50,1908,48,33,19,23,18,23,320,27,33,507,73,4,80,250,79,128,86,239,3951,20,145,5,9,,15666,1864,992,"Note on deaths (03/06/21): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today's data includes 48 additional deaths identified by this methodology. 
The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",8373,7280,13,,,6,60,114,378,1057,2546,4225,7277,,,,,,70,169,3462,10499,250,414,802,3%,84%,13%,2%,56%,42%
2021-03-08 18:54,"https://web.archive.org/web/20210308235453/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-03-08,19,1,95,47,15,25,32,45,282,30,226,83,220,60,13,38,23,68,68,5,66,55,148,38,708,40,20,61,100,73,32,56,276,69,64,40,72,219,285,15,659,1,10,120,15,118,135,,3,1877,18,55,26,20,36,63,10,192,86,16,299,49,1908,48,33,19,23,18,23,320,27,33,509,73,4,80,250,79,128,86,239,3951,20,145,5,9,,15670,1864,992,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",8374,7283,13,,,6,59,114,378,1058,2546,4228,7279,,,,,,70,169,3462,10505,250,413,801,3%,84%,13%,2%,56%,42%
2021-03-09 16:49,"https://web.archive.org/web/20210309214958/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-03-09,19,1,95,47,15,25,32,46,282,31,226,83,221,61,13,38,23,68,68,5,66,55,148,38,709,40,20,61,100,73,32,56,276,69,64,40,72,219,285,15,662,1,10,120,15,118,135,,3,1879,18,55,26,20,36,63,10,193,86,16,299,49,1910,48,33,19,23,18,23,320,27,34,513,73,4,80,250,80,129,86,239,3960,20,145,5,9,,15699,1866,993,"Note on deaths (03/09/21): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today's data includes 8 additional deaths identified by this methodology. 
The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",8393,7293,13,,,6,60,116,383,1058,2550,4237,7287,,,,,,70,169,3464,10526,251,416,803,3%,84%,13%,2%,56%,42%
2021-03-10 16:57,"https://web.archive.org/web/20210310215727/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-03-10,19,1,95,47,15,25,32,46,282,31,226,83,221,61,13,38,23,68,68,5,66,55,148,38,709,40,20,61,100,73,32,56,276,69,64,40,72,219,285,15,663,1,10,120,15,118,135,,3,1880,18,55,26,21,36,63,10,193,86,17,299,49,1910,48,33,19,23,18,23,320,27,34,513,73,4,80,250,81,129,86,239,3963,20,145,5,9,,15707,1867,993,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",8398,7296,13,,,6,60,116,384,1058,2552,4240,7289,,,,,,70,169,3466,10531,251,417,803,3%,84%,13%,2%,56%,42%
2021-03-11 16:46,"https://web.archive.org/web/20210311214650/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-03-11,19,1,95,47,15,25,32,46,284,31,226,83,221,61,13,38,23,68,68,5,66,55,148,38,710,40,21,61,100,74,32,56,277,69,64,40,72,219,285,15,666,1,10,120,15,119,135,,3,1882,18,55,26,21,36,63,10,193,88,17,299,50,1911,48,33,19,23,18,23,321,27,34,514,73,4,82,250,81,129,86,239,3964,20,146,5,9,,15729,1867,993,"Note on deaths (03/11/21): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today’s data includes 16 additional deaths identified by this methodology. 
The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",8410,7306,13,,,6,60,117,384,1060,2555,4245,7300,,,,,,70,169,3468,10548,251,417,806,3%,84%,13%,2%,56%,42%
2021-03-12 21:23,"https://web.archive.org/web/20210313022345/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-03-12,19,1,95,47,15,25,33,47,285,31,227,83,221,62,13,37,23,68,68,5,66,55,148,38,711,40,21,61,100,74,31,56,277,71,64,40,72,219,285,15,662,1,10,121,15,119,136,,3,1884,18,55,26,21,36,63,10,193,88,17,299,50,1911,48,33,19,23,18,23,321,27,34,514,73,4,82,251,81,129,86,238,3965,20,146,5,9,,15736,1867,993,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",8415,7308,13,,,6,59,118,384,1059,2557,4248,7303,,,,,,70,169,3469,10557,251,416,805,3%,84%,13%,2%,56%,42%
2021-03-13 20:49,"https://web.archive.org/web/20210314014940/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-03-13,19,1,95,47,15,25,33,47,285,31,228,83,221,62,13,38,23,68,68,5,66,55,150,38,712,40,21,61,100,74,31,57,281,72,64,40,72,220,286,15,662,1,10,121,15,120,136,,3,1890,18,55,26,21,36,63,10,195,88,17,300,50,1916,48,33,20,23,18,23,322,27,34,515,73,4,82,251,81,129,87,239,3970,20,146,5,9,,15774,1868,995,"Note on deaths (03/13/21): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today’s data includes 30 additional deaths identified by this methodology. 
The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",8435,7326,13,,,6,59,119,385,1063,2563,4261,7316,,,,,,69,169,3475,10584,251,417,809,3%,84%,13%,2%,56%,42%
