CheckedEST,Link,Date,C_Alcona,C_Alger,C_Allegan,C_Alpena,C_Antrim,C_Arenac,C_Baraga,C_Barry,C_Bay,C_Benzie,C_Berrien,C_Branch,C_Calhoun,C_Cass,C_Charlevoix,C_Cheboygan,C_Chippewa,C_Clare,C_Clinton,C_Crawford,C_Delta,C_Dickinson,C_Eaton,C_Emmet,C_Genesee,C_Gladwin,C_Gogebic,C_GrandTraverse,C_Gratiot,C_Hillsdale,C_Houghton,C_Huron,C_Ingham,C_Ionia,C_Iosco,C_Iron,C_Isabella,C_Jackson,C_Kalamazoo,C_Kalkaska,C_Kent,C_Keweenaw,C_Lake,C_Lapeer,C_Leelanau,C_Lenawee,C_Livingston,C_Luce,C_Mackinac,C_Macomb,C_Manistee,C_Marquette,C_Mason,C_Mecosta,C_Menominee,C_Midland,C_Missaukee,C_Monroe,C_Montcalm,C_Montmorency,C_Muskegon,C_Newaygo,C_Oakland,C_Oceana,C_Ogemaw,C_Ontonagon,C_Osceola,C_Oscoda,C_Otsego,C_Ottawa,C_PresqueIsle,C_Roscommon,C_Saginaw,C_Sanilac,C_Schoolcraft,C_Shiawassee,C_StClair,C_StJoseph,C_Tuscola,C_VanBuren,C_Washtenaw,C_Wayne,C_Wexford,C_MDOC,C_FCI,C_OutState,C_NR,C_TOTAL,C_Detroit,C_Probable,C_Notes,C_Male,C_Female,C_SexNR,C_0_9,C_10_19,C_0_19,C_20_29,C_30_39,C_40_49,C_50_59,C_60_69,C_70_79,C_80_plus,C_AgeNR,C_Native,C_Asian,C_Black,C_White,C_Many,C_Other,C_RaceNR,C_Hispanic,C_NonHispanic,C_HispanicNR,C_Arab,C_NonArab,C_ArabNR
2020-09-08 16:09,"https://web.archive.org/web/20200908210015/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-09-08,32,16,599,118,55,59,6,208,791,55,1496,474,975,401,73,68,44,96,486,106,158,69,488,122,3299,74,137,349,181,280,138,175,2017,289,127,36,509,858,1885,57,8024,4,29,474,89,650,1015,8,33,12876,58,227,111,108,230,387,38,1242,229,12,1323,290,15038,475,45,35,72,22,134,2461,20,65,2507,124,15,442,820,612,411,603,2714,30414,98,5461,191,170,,107812,13875,11090,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",51444,56113,255,2042,8416,,19044,15362,15946,16782,13575,8708,7886,51,482,2069,24857,50649,7484,7111,15160,8%,67%,25%,4%,50%,46%
2020-09-09 18:10,"https://web.archive.org/web/20200909221046/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-09-09,32,16,602,118,55,59,6,217,790,56,1502,474,979,407,76,68,44,96,491,106,163,69,491,122,3309,74,137,353,182,280,146,176,2120,298,127,36,520,865,1912,59,8083,4,29,476,90,655,1028,8,33,12947,61,232,111,111,232,397,38,1247,230,12,1325,291,15123,475,45,35,71,22,136,2522,21,65,2520,125,16,441,819,609,411,604,2732,30618,98,5461,191,161,1,108595,13913,11268,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",51828,56523,244,2069,8601,,19322,15432,16016,16852,13614,8733,7905,51,484,2088,24937,51285,7539,7223,15039,8%,67%,24%,4%,51%,45%
2020-09-10 21:07,"https://web.archive.org/web/20200911010729/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-09-10,32,16,606,118,55,59,6,221,803,56,1514,479,992,410,75,68,44,96,498,107,168,69,492,123,3318,74,138,365,185,282,152,175,2244,299,128,40,534,886,1937,60,8138,4,30,476,91,665,1036,10,33,13027,61,235,112,113,233,402,38,1261,233,12,1335,293,15198,475,45,35,71,22,135,2584,21,65,2538,126,16,442,822,610,416,608,2753,30840,98,5465,191,180,1,109519,13933,11327,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",52242,57036,241,2094,8774,,19590,15526,16109,16946,13679,8758,7925,118,490,2098,25049,51918,7580,7297,15087,8%,68%,24%,4%,51%,45%
2020-09-11 22:47,"https://web.archive.org/web/20200912024726/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-09-11,33,16,613,118,56,59,7,227,807,58,1531,483,1000,420,77,70,45,97,508,107,174,72,498,125,3342,76,139,376,186,284,163,175,2370,302,128,41,543,895,1965,61,8206,4,31,477,91,677,1054,10,36,13108,61,238,113,145,234,406,39,1266,237,12,1344,295,15495,475,45,36,76,22,135,2685,21,66,2558,126,16,441,822,610,414,616,2786,31065,98,5496,191,203,3,110832,13981,11419,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",52851,57724,257,2138,9056,,19993,15660,16230,17076,13793,8824,7948,114,494,2111,25169,52618,7632,7356,15452,8%,68%,24%,4%,51%,45%
2020-09-13 15:40,"https://web.archive.org/web/20200913194020/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-09-12,33,16,615,118,57,59,7,228,813,59,1541,496,1010,431,78,71,44,97,512,107,180,72,503,125,3349,76,139,377,190,287,169,173,2470,302,133,45,545,907,1987,62,8249,5,31,479,95,684,1056,10,36,13177,63,239,113,152,236,413,39,1269,237,12,1374,295,15559,475,45,36,77,22,135,2732,21,66,2575,127,16,441,824,615,416,619,2814,31154,99,5496,191,221,1,111524,13991,11534,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",53207,58058,259,2161,9208,,20223,15728,16290,17154,13846,8854,7957,103,496,2120,25228,53200,7703,7397,15380,8%,68%,24%,4%,51%,45%
2020-09-14 21:33,"https://web.archive.org/web/20200915013332/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-09-14,34,16,624,118,57,59,7,231,821,58,1551,498,1032,441,80,70,44,97,509,108,192,74,510,127,3385,78,140,382,198,288,178,174,2598,306,140,49,555,905,2020,64,8326,6,31,483,94,703,1080,11,36,13259,63,241,115,155,237,424,39,1278,246,12,1355,300,15661,479,45,36,79,22,138,2800,22,70,2615,129,16,449,826,617,419,626,2861,31353,100,5526,191,220,,112612,14049,11675,"*Note on cases (09/14/20): Today’s daily case count represents new referrals of confirmed cases to the MDSS since Saturday, September 12.  Over the two days, the average number of new confirmed cases is 544 per day. 
The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",53735,58613,264,2196,9439,,20551,15834,16393,17284,13914,8910,7989,102,501,2147,25354,53954,7735,7481,15440,8%,68%,24%,4%,51%,44%
2020-09-15 17:07,"https://web.archive.org/web/20200915210711/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-09-15,34,16,632,118,57,61,7,235,828,57,1554,500,1038,446,80,71,44,98,514,109,198,76,512,129,3407,77,140,386,199,288,183,175,2701,305,141,49,559,917,2032,65,8367,6,31,483,94,706,1085,11,36,13292,63,243,116,160,241,431,39,1284,246,12,1358,303,15717,479,45,38,78,22,137,2849,22,70,2619,129,18,451,826,617,420,630,2871,31447,101,5527,191,234,,113183,14078,11786,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",54009,58912,262,2213,9559,,20749,15894,16439,17338,13956,8929,8005,101,506,2164,25403,54406,7759,7535,15412,8%,68%,24%,4%,51%,44%
2020-09-16 20:01,"https://web.archive.org/web/20200917000117/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-09-16,34,16,634,120,57,60,8,241,842,60,1569,500,1046,454,80,72,44,98,521,109,206,80,519,133,3417,78,140,393,202,289,195,175,2831,308,142,50,565,925,2065,65,8410,6,31,483,94,713,1090,13,37,13322,63,246,116,162,247,436,41,1291,249,12,1368,303,15780,479,46,40,78,23,140,2889,22,72,2627,134,19,453,832,619,422,633,2884,31567,102,5527,191,207,1,113863,14112,11879,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",54362,59237,264,2228,9689,,20962,15970,16522,17417,14009,8946,8020,100,516,2190,25458,54959,7794,7573,15373,8%,68%,24%,4%,51%,44%
2020-09-17 21:59,"https://web.archive.org/web/20200918015958/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-09-17,35,16,638,119,58,60,8,244,855,61,1583,509,1059,462,82,72,44,98,531,109,215,86,527,136,3441,80,140,393,208,294,204,175,2942,310,143,55,571,946,2108,65,8472,7,31,486,95,718,1098,12,37,13368,63,248,117,164,254,442,41,1296,252,12,1374,308,15863,479,46,40,78,23,142,2934,22,70,2653,136,19,458,832,623,423,642,2916,31699,102,5533,191,190,1,114692,14131,12030,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",54761,59659,272,2249,9846,,21222,16058,16593,17505,14087,8985,8046,101,516,2203,25528,55556,7839,7646,15404,8%,68%,24%,4%,52%,44%
2020-09-18 21:51,"https://web.archive.org/web/20200919015120/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-09-18,34,16,646,121,58,61,8,245,858,62,1587,508,1071,470,83,72,50,98,535,109,217,90,535,136,3471,80,141,396,213,298,227,178,3021,310,147,58,579,952,2135,65,8531,6,31,487,95,724,1108,19,38,13420,64,258,117,170,258,445,41,1295,259,13,1380,302,15933,486,46,41,80,23,143,2986,23,71,2656,138,19,461,838,626,426,646,2943,31778,103,5542,190,187,,115387,14151,12113,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",55087,60032,268,2273,9966,,21443,16138,16656,17591,14134,9013,8072,101,519,2218,25600,56103,7891,7656,15400,8%,68%,24%,5%,52%,43%
2020-09-20 15:26,"https://web.archive.org/web/20200920192610/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-09-19,34,16,651,121,58,63,8,246,863,64,1596,513,1082,476,82,72,50,98,540,109,223,95,541,137,3483,82,141,400,218,297,239,179,3085,313,156,64,583,956,2144,65,8572,6,31,488,100,732,1112,11,38,13460,64,266,117,175,266,454,41,1298,262,13,1380,302,15964,486,46,41,79,23,146,3001,24,71,2669,138,19,460,838,628,430,653,2958,31823,103,5555,190,194,,115870,14170,12217,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",55317,60283,270,2286,10028,,21596,16189,16708,17651,14178,9037,8092,105,524,2233,25652,56528,7929,7656,15348,8%,68%,23%,5%,52%,43%
2020-09-21 21:42,"https://web.archive.org/web/20200922014248/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-09-21,34,16,660,123,59,63,9,253,877,74,1624,521,1096,488,84,73,49,102,553,110,244,105,549,139,3554,82,142,401,224,302,275,182,3170,313,169,88,598,974,2180,67,8690,6,31,497,103,740,1129,11,38,13607,65,279,117,182,283,474,42,1312,267,13,1392,313,16162,487,46,41,82,23,149,3070,24,74,2682,139,19,465,843,634,433,659,3003,32051,104,5580,190,219,10,117406,14219,12256,"*Note on cases (09/21/20): Today’s daily case count represents new referrals of confirmed cases to the MDSS since Saturday, September 19.  Over the two days, the average number of new confirmed cases is 768 per day. 
The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",56065,61069,272,2338,10302,,22009,16372,16862,17834,14316,9118,8150,105,528,2263,25723,57409,8034,7743,15706,8%,68%,24%,5%,52%,43%
2020-09-23 08:53,"https://web.archive.org/web/20200923125340/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-09-22,34,16,660,123,59,62,12,255,881,74,1637,528,1107,492,84,73,50,102,568,111,254,112,555,140,3578,82,144,404,225,303,280,186,3224,315,171,91,603,1002,2200,67,8745,7,31,497,103,740,1125,11,38,13646,66,282,118,182,289,480,43,1317,273,13,1405,318,16194,487,46,41,82,23,149,3096,24,75,2686,139,19,468,843,635,433,658,3026,32121,104,5580,190,197,1,117910,14238,12447,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",56312,61329,269,2355,10378,,22137,16428,16927,17896,14346,9156,8184,103,531,2280,25782,57887,8069,7798,15563,8%,69%,23%,5%,53%,43%
2020-09-24 10:10,"https://web.archive.org/web/20200924141035/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-09-23,34,18,666,124,60,63,12,255,890,75,1641,535,1120,502,89,74,50,103,577,113,281,111,566,140,3602,82,144,409,227,306,310,186,3289,313,173,110,611,1013,2223,67,8813,7,31,502,104,741,1133,11,41,13700,66,289,120,184,294,485,43,1325,277,13,1411,324,16242,487,49,41,82,23,149,3138,24,76,2692,140,22,468,845,636,433,658,3040,32216,104,5581,190,199,2,118615,14264,12644,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",56641,61706,268,2371,10461,,22316,16515,17030,17995,14414,9205,8205,103,543,2298,25838,58442,8103,7824,15567,8%,69%,23%,5%,53%,43%
2020-09-24 20:59,"https://web.archive.org/web/20200925005954/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-09-24,34,16,671,126,62,63,17,260,897,74,1647,537,1140,512,92,73,50,102,579,113,300,120,571,141,3649,83,144,419,227,307,336,188,3333,318,176,121,616,1034,2254,69,8886,7,31,509,105,742,1142,12,41,13791,66,293,119,189,313,491,43,1344,280,13,1421,339,16336,488,49,41,82,23,151,3177,24,77,2700,140,22,473,852,658,435,663,3085,32406,107,5583,190,186,1,119597,14314,12740,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",57104,62223,270,2398,10596,,22567,16627,17151,18154,14506,9251,8239,108,550,2313,25885,59015,8155,7862,15817,8%,69%,23%,5%,53%,42%
2020-09-26 11:42,"https://web.archive.org/web/20200926154239/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-09-25,35,16,675,127,62,63,17,263,905,74,1665,548,1181,527,95,73,50,103,588,114,334,125,578,143,3690,84,146,419,231,316,362,188,3389,326,178,141,621,1047,2300,68,8965,8,31,514,105,748,1154,12,41,13861,70,297,118,193,323,499,46,1346,284,13,1438,347,16407,489,49,41,83,24,151,3215,24,80,2716,140,23,479,858,662,439,667,3119,32505,108,5585,190,190,2,120526,14336,12851,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",57560,62692,274,2423,10755,,22809,16734,17247,18277,14586,9312,8276,107,556,2344,25923,59699,8201,7955,15848,8%,69%,23%,5%,53%,42%
2020-09-26 20:12,"https://web.archive.org/web/20200927001218/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-09-26,35,17,683,127,62,64,20,277,909,74,1676,553,1200,532,95,73,50,103,596,115,367,128,594,144,3750,85,147,424,235,320,395,188,3435,330,180,159,626,1055,2339,70,9048,8,31,520,105,751,1167,12,42,13935,71,306,118,195,325,505,47,1353,287,13,1453,347,16492,491,51,41,83,23,152,3247,25,81,2726,141,25,482,871,667,438,677,3169,32610,107,5585,190,181,1,121427,14358,12946,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",57956,63190,281,2441,10901,,23038,16858,17345,18393,14656,9374,8312,109,562,2364,25992,60377,8261,7967,15904,8%,69%,23%,5%,53%,42%
2020-09-28 19:40,"https://web.archive.org/web/20200928234012/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-09-28,35,17,693,127,62,64,22,282,916,75,1691,560,1245,546,95,76,50,103,600,116,419,140,600,145,3808,88,148,426,238,322,415,188,3466,331,183,175,631,1076,2395,70,9181,10,34,524,108,757,1181,12,44,14083,72,319,118,202,342,514,47,1364,298,14,1471,358,16598,493,52,41,84,24,155,3304,25,82,2766,142,25,487,877,681,444,682,3269,32732,109,5597,190,181,3,122735,14393,12967,"*Note on cases (09/28/20): Today’s daily case count represents new referrals of confirmed cases to the MDSS since Saturday, September 26.  Over the two days, the average number of new confirmed cases is 654 per day. 
The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",58567,63882,286,2492,11068,,23341,17028,17499,18570,14794,9473,8360,110,569,2400,26046,61266,8322,8034,16098,8%,69%,23%,5%,53%,42%
2020-09-29 20:04,"https://web.archive.org/web/20200930000425/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-09-29,36,17,693,127,63,64,26,288,923,76,1701,567,1281,552,95,76,50,104,609,116,435,156,617,145,3841,90,151,432,253,324,441,188,3517,334,183,193,633,1098,2425,70,9253,8,34,529,108,767,1195,12,44,14155,73,327,119,208,350,517,48,1379,311,14,1482,362,16662,496,52,41,85,24,156,3327,25,83,2784,142,27,489,884,686,450,683,3330,32840,111,5601,190,178,2,123633,14416,13187,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",59039,64310,284,2507,11206,,23568,17131,17614,18689,14877,9528,8407,106,580,2427,26116,62013,8367,8105,16025,8%,69%,23%,5%,53%,42%
2020-09-30 21:58,"https://web.archive.org/web/20201001015809/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-09-30,37,17,702,127,64,65,27,293,931,79,1709,573,1324,564,95,76,51,104,617,118,499,171,620,147,3915,95,153,437,255,327,478,188,3536,341,188,199,642,1104,2466,72,9368,10,34,534,108,795,1207,12,49,14250,74,335,119,214,365,525,48,1386,315,15,1492,372,16717,497,52,42,87,24,157,3361,25,83,2796,144,27,493,891,697,449,690,3377,32950,113,5609,190,180,3,124687,14440,13327,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",59553,64853,281,2527,11377,,23777,17270,17756,18854,14990,9577,8453,106,590,2451,26176,62836,8410,8130,16094,8%,70%,23%,5%,54%,41%
